split_name,repeat_id,fold_id,split_id,membership,specimen_id,campaign_id,n_steel_mesh,series_id,split_group_treatment,sample_name,week,is_measured_ultimate_load
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F04,campaign_2,4,F,F_SA_BRUSH,F04-20240902-33W,33,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F04,campaign_2,4,F,F_SA_BRUSH,F04-20240918-36W,36,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240306-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240320-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240405-12W,12,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240417-14W,14,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240508-17W,17,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240522-19W,19,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240529-20W,20,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240619-23W,23,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240626-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240710-26W,26,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240724-28W,28,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240807-30W,30,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240902-33W,33,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F05,campaign_2,4,F,F_SA_BRUSH,F05-20240918-36W,36,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240306-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240320-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240405-12W,12,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240417-14W,14,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240508-17W,17,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240522-19W,19,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240529-20W,20,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240619-23W,23,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240626-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240710-26W,26,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240724-28W,28,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240807-30W,30,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240902-33W,33,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,F06,campaign_2,4,F,F_SA_BRUSH,F06-20240918-36W,36,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240320-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240405-12W,12,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240417-14W,14,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240508-17W,17,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240522-19W,19,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240529-20W,20,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240619-23W,23,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240626-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240710-26W,26,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240724-28W,28,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240807-30W,30,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240902-33W,33,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G02,campaign_2,4,G,G_PAINT,G02-20240918-36W,36,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240619-23W,23,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240626-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240710-26W,26,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240724-28W,28,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240807-30W,30,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240902-33W,33,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,test,G06,campaign_2,4,G,G_PAINT,G06-20240918-36W,36,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI01,campaign_1,7,S1,S1_MI,S1MI01-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI02,campaign_1,7,S1,S1_MI,S1MI02-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI02,campaign_1,7,S1,S1_MI,S1MI02-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI02,campaign_1,7,S1,S1_MI,S1MI02-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220603-2W,2,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220609-3W,3,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220616-4W,4,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220623-5W,5,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220630-6W,6,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220708-7W,7,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI03,campaign_1,7,S1,S1_MI,S1MI03-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220603-2W,2,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220609-3W,3,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220616-4W,4,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220623-5W,5,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220630-6W,6,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220708-7W,7,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI04,campaign_1,7,S1,S1_MI,S1MI04-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220603-2W,2,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220609-3W,3,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220616-4W,4,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220623-5W,5,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220630-6W,6,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220708-7W,7,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI05,campaign_1,7,S1,S1_MI,S1MI05-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI06,campaign_1,7,S1,S1_MI,S1MI06-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI06,campaign_1,7,S1,S1_MI,S1MI06-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI06,campaign_1,7,S1,S1_MI,S1MI06-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI06,campaign_1,7,S1,S1_MI,S1MI06-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220603-2W,2,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220609-3W,3,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220616-4W,4,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220623-5W,5,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220630-6W,6,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220708-7W,7,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S1MI07,campaign_1,7,S1,S1_MI,S1MI07-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA01,campaign_1,7,S2,S2_SA,S2SA01-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA02,campaign_1,7,S2,S2_SA,S2SA02-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA02,campaign_1,7,S2,S2_SA,S2SA02-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA02,campaign_1,7,S2,S2_SA,S2SA02-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA02,campaign_1,7,S2,S2_SA,S2SA02-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220630-6W,6,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220708-7W,7,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220714-8W,8,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA03,campaign_1,7,S2,S2_SA,S2SA03-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA04,campaign_1,7,S2,S2_SA,S2SA04-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA04,campaign_1,7,S2,S2_SA,S2SA04-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA04,campaign_1,7,S2,S2_SA,S2SA04-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA04,campaign_1,7,S2,S2_SA,S2SA04-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA05,campaign_1,7,S2,S2_SA,S2SA05-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA05,campaign_1,7,S2,S2_SA,S2SA05-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA05,campaign_1,7,S2,S2_SA,S2SA05-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA06,campaign_1,7,S2,S2_SA,S2SA06-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA06,campaign_1,7,S2,S2_SA,S2SA06-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA06,campaign_1,7,S2,S2_SA,S2SA06-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA06,campaign_1,7,S2,S2_SA,S2SA06-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA07,campaign_1,7,S2,S2_SA,S2SA07-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA07,campaign_1,7,S2,S2_SA,S2SA07-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S2SA07,campaign_1,7,S2,S2_SA,S2SA07-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA01,campaign_1,7,S3,S3_PA_SA,S3PA01-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA02,campaign_1,7,S3,S3_PA_SA,S3PA02-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA02,campaign_1,7,S3,S3_PA_SA,S3PA02-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA02,campaign_1,7,S3,S3_PA_SA,S3PA02-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA03,campaign_1,7,S3,S3_PA_SA,S3PA03-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA03,campaign_1,7,S3,S3_PA_SA,S3PA03-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA03,campaign_1,7,S3,S3_PA_SA,S3PA03-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA04,campaign_1,7,S3,S3_PA_SA,S3PA04-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA04,campaign_1,7,S3,S3_PA_SA,S3PA04-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S3PA04,campaign_1,7,S3,S3_PA_SA,S3PA04-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF01,campaign_1,7,S4,S4_SA_VF,S4SAVF01-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF01,campaign_1,7,S4,S4_SA_VF,S4SAVF01-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF01,campaign_1,7,S4,S4_SA_VF,S4SAVF01-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF02,campaign_1,7,S4,S4_SA_VF,S4SAVF02-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF02,campaign_1,7,S4,S4_SA_VF,S4SAVF02-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF02,campaign_1,7,S4,S4_SA_VF,S4SAVF02-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20220721-9W,9,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20220906-15W,15,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20221102-24W,24,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20221110-25W,25,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S4SAVF03,campaign_1,7,S4,S4_SA_VF,S4SAVF03-20221206-28W,28,True
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S5VF01,campaign_1,7,S5,S5_VF,S5VF01-20220802-10W,10,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S5VF01,campaign_1,7,S5,S5_VF,S5VF01-20220822-13W,13,False
leave_one_campaign_out,0,1,leave_one_campaign_out_campaign_2,train,S5VF01,campaign_1,7,S5,S5_VF,S5VF01-20220906-15W,15,False
